"beta_h","epsilon_1","gamma_1","kappa_1","kappa_h","tau_h"
0.0324866097713064,0.00249059923997408,0.15056491513417,8.87246718706198e-05,0.0501807100566796,0.0597444365864845
0.0305641793214371,0.0181888065142277,0.162920565368669,5.53776658240977e-05,0.00177790585041028,0.0906144379417715
0.109852723469401,0.00624861521934599,0.180857813423974,1.17141822786621e-05,0.0133309524603598,0.0628353995265039
0.166781428737269,0.0165368594259543,0.132773339744114,9.82305730811252e-05,0.0537403302600235,0.065436128438288
0.115097966290547,0.00866035068907843,0.173026592596148,5.23180175253199e-05,0.0312933885177012,0.0552779749968388
0.11287448829728,0.0051305812057251,0.205206662002445,0.000110065930914861,0.0599065213786422,0.102085256610785
0.128353009596712,0.00524189712603734,0.19635391794432,9.01327274917856e-05,0.0435470567841477,0.13888033360605
0.187179712293472,0.0103800199402018,0.15684667057802,7.313073442389e-05,0.00702348368236079,0.126195339990605
0.0311632524994095,0.0150735146970236,0.190947888587342,2.08732072110488e-05,0.050900368003418,0.136088097481887
0.161730848713085,0.00894122040157506,0.144806708943301,5.6727306461752e-06,0.00194445425830712,0.0752666977507776
0.0677676025168957,0.00409319310523395,0.166553216228534,6.71210481670164e-05,0.0346364346491775,0.0485234966420921
0.0859825462999649,0.00925209320629544,0.153818708935061,0.000118387370362288,0.0436800940747664,0.0388290595101658
0.155758868617839,0.0229126924634987,0.179760951200756,5.47390197246214e-05,0.0420499550640171,0.133288659950079
0.135641792917077,0.0144315894886771,0.142647669417756,7.10445733327338e-05,0.0616418771740094,0.0773223658699307
0.082926031405908,0.023286343009895,0.205983021930821,0.000123444973154183,0.0316132525867757,0.0923288311802429
0.103745418177806,0.0078460317500407,0.184762597781954,9.43887398214522e-05,0.0235844869169174,0.0570976498035391
0.0187770618183625,0.00728553729795906,0.137873589912741,3.32078201261608e-05,0.0324129840733171,0.0870242607592947
0.186090715669544,0.0122874438112468,0.194600617564234,2.74620554556973e-05,0.0305026280806751,0.0602135693724092
0.105513973887312,0.00974923427332651,0.169273163103418,5.36258561756912e-05,0.00237740241253037,0.0377661962688412
0.122126023302333,0.0210485262349676,0.190916547328319,5.59267624855887e-05,0.00172458103747949,0.0828349642292609
0.119670518719142,0.0176654997436718,0.200368545389698,2.25287615035688e-05,0.0163246420792365,0.104264014735253
0.108017087061093,0.00504973965742853,0.192641558006626,9.54378489664339e-05,0.0100812271708532,0.131078334126755
0.0523987817153359,0.0175851225726122,0.207876674600969,6.48389396054219e-05,0.0103603864924368,0.0852470628407932
0.0564660713008607,0.0195253755861067,0.163463576173197,3.73136096916851e-05,0.0318724625273956,0.0658312973314989
0.185998893506087,0.0121368623156591,0.16466959773865,0.000121187311619499,0.0341103203016657,0.108201209731619
0.167911803000498,0.0207151661929009,0.154125324676183,8.03037688300136e-05,0.030173655226484,0.141490791929162
0.0433266715321922,0.00368661893541183,0.194274545716532,6.45117434836846e-05,0.0397192228407114,0.0961357911199483
0.0532100744841958,0.0114605928387816,0.166859292493409,8.69605886327395e-05,0.0202040336817845,0.0815377263855036
0.123709252968207,0.0135932823442225,0.131168013396897,1.0754545738588e-05,0.004748078806693,0.0893280876774267
0.164834396596642,0.0199096398436615,0.174929640487851,6.86234800390711e-05,0.0179977390618037,0.082311057412861
0.154384472498455,0.0130084984417878,0.136352081043465,9.87633837766065e-05,0.0528776929823599,0.0956367765303829
0.165782095435475,0.0223604642402544,0.169415085875351,5.61226270502506e-05,0.0415828958666468,0.128416530272648
0.0660883079849901,0.0204394945846482,0.198881099624203,7.11129122515338e-05,0.0183978091107249,0.114383312957511
0.138006469283277,0.00775093097734194,0.161800290018102,0.000119582359996516,0.036910541471466,0.0478372457921786
0.0683749639853765,0.0131971993273661,0.200127285734598,1.92959567759262e-05,0.00328517614577622,0.0703115541229176
0.0516221999389885,0.0145852544099812,0.128047671422744,0.000109049860136914,0.0294274684162389,0.139895651217901
0.0985228421023885,0.0168092580008532,0.146451391450661,9.07118866390297e-05,0.0513934688815112,0.118935406824695
0.12482006270158,0.019202213120575,0.148599848624928,0.00011455873940665,0.0296118508023573,0.102386505850022
0.193479494714653,0.00737584387558968,0.191791150027056,0.0001074792395997,0.0266502287023633,0.0905348098395585
0.061033163966763,0.0117554345758664,0.149347219938785,1.41133805569079e-05,0.0144509192246633,0.0762499116303768
0.151566904572907,0.0203967979231113,0.185114343529675,9.03317517009939e-05,0.0543732089729586,0.118436357870001
0.180970545485848,0.00379532211911472,0.163065584486979,9.60511477049333e-05,0.0500022182099831,0.0409723697604714
0.06580817809055,0.00970473143886844,0.134075109565461,3.04775179168898e-05,0.0241198098324774,0.0925663505232391
0.0168959481437393,0.0119405472006055,0.195095244329699,6.38348181436732e-05,0.0278414116863052,0.132955772004731
0.0560161956594359,0.0143598406415797,0.199088718937785,4.98653318880596e-05,0.0379080857577083,0.085788220150551
0.132956294089364,0.0118473670219747,0.186126352737735,5.05476766482762e-05,0.000224673723329865,0.0471267395352754
0.0941468729209512,0.00240833751004247,0.201143707466808,5.04569651099287e-05,0.0408343365712416,0.0851488490296023
0.0139898807588953,0.0134985080289381,0.205385363119578,6.28654368560772e-05,0.0374740561234808,0.112055958378135
0.153134849302498,0.0190674610580378,0.194289974889292,9.06882513036003e-06,0.0519255499977272,0.0553691955005772
0.049271272635408,0.00194926508647685,0.176731105432156,5.27105445582807e-05,0.0361606591082476,0.117441061694501
0.116289155367987,0.0138266866964758,0.156977466871871,7.98340543979035e-06,0.0600608243333495,0.0508966803171149
0.0106491857307088,0.0078950070582267,0.156139363097737,4.50712858142275e-05,0.016043511399599,0.0604702360784388
0.0415907613497879,0.0158792754400064,0.142481740270712,2.12760397120936e-05,0.000635943843872773,0.11103565077355
0.070785849233366,0.0155557787221577,0.171987218544986,7.83860288293146e-05,0.00680194460230056,0.120357229304393
0.062618000104009,0.00849745177245756,0.205402441301856,7.37892830314889e-05,0.0612039329803363,0.132915479769286
0.0841977872927178,0.0193291250329937,0.1275271341769,1.12747750651397e-05,0.00992650098916978,0.0893968306279856
0.0330109843578513,0.0213505472087387,0.150044484993882,2.88474301448978e-05,0.042477828860187,0.062182440889793
0.139624593051699,0.00514508576501025,0.158119517895078,3.83736129871363e-05,0.0269006123943695,0.136640253958735
0.0463002028774744,0.0111525462059506,0.184105917444899,2.23512745847477e-05,0.0372023160452502,0.0383897522762687
0.128634449111697,0.00661183526004025,0.15990937212246,0.000104635965951803,0.0322046413483742,0.132702809463222
0.160882179429439,0.0030023224780329,0.150850849763822,0.000122802675837421,0.0252608248414663,0.107128754963643
0.0323317181152905,0.0158203636948683,0.14800424573963,4.30392711863879e-05,0.0338559539540227,0.119177557456505
0.0423947269892769,0.023683954854158,0.156469370589692,0.000116204099631303,0.0294530415687341,0.0645843920345198
0.0127573529219711,0.0060351911754771,0.134301986898985,1.11821957030999e-05,0.00222221763230619,0.115271700761348
0.00616552312801201,0.0223144969071574,0.155198558659387,0.000105144158939118,0.00143265576728397,0.102773149862143
0.0329611418932742,0.00975932910878838,0.200299388699044,0.000118989026586837,0.0495496179691306,0.127221422258677
0.0801080034848749,0.0230714351146884,0.139563023182398,7.66718494550042e-05,0.0471415060579608,0.0890301145152296
0.0355009451716128,0.00379098295761182,0.145933943876871,3.0133071773392e-05,0.0174424566103387,0.109078139797823
0.0647859350558239,0.00981385898781428,0.165127293644759,5.95979814179814e-06,0.038500106479314,0.125446931132997
0.154606152226682,0.00176060028335413,0.172408572228216,6.10696778440629e-05,0.0282819326016296,0.0784782498761133
0.0421214114137463,0.00802457234148515,0.193590262129308,3.7440186821012e-05,0.0619258153964827,0.134760334494508
0.0881239743938779,0.00946189466120219,0.173400382811813,2.49319535969869e-05,0.0124013369664685,0.129847307502134
0.129210237311868,0.0169070779466752,0.202394837759798,5.71729678644793e-05,0.0373703178175661,0.0756643319183697
0.0728406919736953,0.0181154140851273,0.179468610960298,8.70571909110469e-05,0.0418990277301577,0.0433005493368863
0.0460833509442387,0.0197745333182225,0.183940596240068,5.22984996855981e-05,0.0344191980052285,0.0885027175659934
0.0993207746137347,0.00230253134374054,0.161103157645143,1.76660334025675e-05,0.000537923193210328,0.125516770882364
0.160031254736343,0.00376990916560926,0.171076941204766,4.2882239547167e-05,0.0339411507237695,0.0601202827392832
0.118057504149529,0.00615198346593378,0.158042668557341,2.1057660919045e-05,0.0167645519536091,0.106356436007536
0.167448537799609,0.015738198027242,0.166213574574554,6.41756318887824e-05,0.0563741830297632,0.0704580055145592
0.121753608070764,0.0229497098350156,0.127596839316424,8.48966158491491e-05,0.0569449949710204,0.0920484889760664
0.019434087527738,0.0163067744461096,0.155766928871592,7.9517154888769e-05,0.033894567278234,0.124791684105943
0.0123103173833281,0.00459984647752859,0.189334820821702,9.07557302500123e-05,0.0617839246115188,0.0938577183895703
0.120482853672685,0.0102436980172308,0.121908553999745,9.86993499700558e-05,0.040469183161298,0.0674910441175991
0.144949608323513,0.0222134888188897,0.180522183885357,9.81722610917859e-05,0.0507684021042221,0.0749921156558492
0.184409377036682,0.00823884046512341,0.158998416588857,2.67154554417939e-05,0.0356670398742886,0.0788438767162992
0.159792788645233,0.00164014870207515,0.124951587861442,6.25887208334824e-05,0.0203256825314975,0.115692520225987
0.0869018640098178,0.0185464011618698,0.191340259727246,7.47246157992141e-05,0.026105422138303,0.0496030851443584
0.10815715654918,0.0197852826840058,0.193542501647198,2.6164408500451e-05,0.0357106086483919,0.130630285449471
0.10757568933808,0.0221837085974093,0.129742095287964,4.51308319030392e-05,0.00647495826201762,0.0897271991106724
0.0507664051991573,0.013081977672732,0.162272850153603,2.51156253898335e-05,0.0294712743173888,0.0393406944707823
0.142267413174907,0.00781670051721633,0.143185362646313,2.26699351317259e-05,0.0379563957363595,0.124421117278448
0.0963306903260964,0.00205415132405012,0.187612504310097,7.42101341391249e-05,0.00716074584165042,0.0582338345697485
0.0674664593833127,0.0101063482120951,0.143214508512946,1.01177232862077e-05,0.0292273158796829,0.0920971652376258
0.111530305245463,0.00492516639056716,0.139886854442041,5.16839435431659e-05,0.027256254620552,0.13695656785941
0.0425407085661433,0.00980708587389265,0.123036708073059,7.23638359683684e-05,0.0481229035023303,0.0418999586694316
0.177180827350264,0.00955269438932603,0.123694022029932,6.40598474856726e-05,0.0428186245813928,0.127652903232435
0.114914971798096,0.00985764905335102,0.179301913944595,0.000111730554152837,0.0224681615968664,0.0742877278011389
0.142859742036521,0.0113610284127945,0.207166718748776,0.000118851560560689,0.0415750905606761,0.123844120623053
0.0371437273953428,0.0208172726662077,0.192087359757755,6.56591857085065e-05,0.00419744353224633,0.0416320491953924
0.15294792371535,0.0158891004296614,0.194356775149417,0.000107384720463807,0.0286644438310671,0.0882314470592732
0.0846113507433175,0.0186476398594777,0.171310988498455,6.23211859689961e-05,0.0257305105669802,0.0381512647580113
0.0859192197990759,0.0214033275633421,0.191955269688747,0.00011563696773092,0.0564425056431469,0.111475309778797
0.0609923501829083,0.0106160962258529,0.186392801314195,6.22017676042502e-05,0.0303113032954056,0.0712355361651868
0.161486283782873,0.0095407330251254,0.151509253662145,4.4663999576487e-05,0.0557582971410992,0.0718354557745489
0.0806873321546904,0.0208056817704703,0.148108381433794,2.60829755783173e-05,0.0134356809577242,0.0664999596989356
0.00989157102906304,0.00913545061940226,0.196865068638279,4.62850482953044e-05,0.0354488456566465,0.0690412711799303
0.166204098169861,0.00626869431332477,0.168300710332611,3.90873335884253e-05,0.0367557834312552,0.0557628349463842
0.117439783013718,0.014216728539592,0.187445439976343,0.000101060143119511,0.018301594748008,0.13514589442525
0.0482265102289329,0.00317841143145648,0.184515011536268,8.47731012522647e-05,0.0391329694435561,0.0359636009365724
0.156301208176849,0.0140509325834987,0.192813547764143,5.83529130771519e-05,0.0250087299222408,0.12709464013921
0.0821764886097303,0.00815333249499729,0.172471789238136,0.000111536529890216,0.0126711567585866,0.112238675387488
0.169493004322944,0.0163541214190037,0.207789618212166,0.000107595813158527,0.0224113752408153,0.103427971854624
0.0101700422103975,0.00432518559105334,0.190855542417575,7.25317722357233e-05,0.00218058240187672,0.100146639369385
0.0508334443387068,0.0202076932855537,0.164188078545326,6.39858585887642e-05,0.0409087558807349,0.101386450221758
0.156845367761738,0.0212678087209349,0.16390858631953,7.17765159548471e-05,0.0420095920992858,0.0372368345735021
0.0780732523505865,0.0137902170083527,0.157959830584952,2.95835045582704e-05,0.058853921936637,0.0477602169610304
0.108212575855667,0.00888274006460278,0.123124349204059,7.42845688011313e-05,0.0448956425735484,0.0381803273882527
