"","num_vacc_per_case","scenario"
"82",7285,"Scenario 4 (low transmissibilty in hospital)"
"83",7285,"Scenario 4 (low transmissibilty in hospital)"
"84",3672,"Scenario 4 (low transmissibilty in hospital)"
"85",3672,"Scenario 4 (low transmissibilty in hospital)"
"86",3672,"Scenario 4 (low transmissibilty in hospital)"
"87",2470,"Scenario 4 (low transmissibilty in hospital)"
"88",2470,"Scenario 4 (low transmissibilty in hospital)"
"89",2470,"Scenario 4 (low transmissibilty in hospital)"
"90",1868,"Scenario 4 (low transmissibilty in hospital)"
"91",1868,"Scenario 4 (low transmissibilty in hospital)"
"92",1868,"Scenario 4 (low transmissibilty in hospital)"
"93",1506,"Scenario 4 (low transmissibilty in hospital)"
"94",1506,"Scenario 4 (low transmissibilty in hospital)"
"95",1506,"Scenario 4 (low transmissibilty in hospital)"
"96",1265,"Scenario 4 (low transmissibilty in hospital)"
"97",1265,"Scenario 4 (low transmissibilty in hospital)"
"98",1265,"Scenario 4 (low transmissibilty in hospital)"
"99",1094,"Scenario 4 (low transmissibilty in hospital)"
"100",1094,"Scenario 4 (low transmissibilty in hospital)"
"101",1094,"Scenario 4 (low transmissibilty in hospital)"
"102",965,"Scenario 4 (low transmissibilty in hospital)"
"103",965,"Scenario 4 (low transmissibilty in hospital)"
"104",965,"Scenario 4 (low transmissibilty in hospital)"
"105",865,"Scenario 4 (low transmissibilty in hospital)"
"106",865,"Scenario 4 (low transmissibilty in hospital)"
"107",865,"Scenario 4 (low transmissibilty in hospital)"
"108",785,"Scenario 4 (low transmissibilty in hospital)"
"109",785,"Scenario 4 (low transmissibilty in hospital)"
"110",785,"Scenario 4 (low transmissibilty in hospital)"
"111",7303,"Scenario 4 (low transmissibilty in hospital)"
"112",7303,"Scenario 4 (low transmissibilty in hospital)"
"113",7303,"Scenario 4 (low transmissibilty in hospital)"
"114",7303,"Scenario 4 (low transmissibilty in hospital)"
"115",3689,"Scenario 4 (low transmissibilty in hospital)"
"116",3689,"Scenario 4 (low transmissibilty in hospital)"
"117",3689,"Scenario 4 (low transmissibilty in hospital)"
"118",3689,"Scenario 4 (low transmissibilty in hospital)"
"119",2485,"Scenario 4 (low transmissibilty in hospital)"
"120",2485,"Scenario 4 (low transmissibilty in hospital)"
"121",2485,"Scenario 4 (low transmissibilty in hospital)"
"122",2485,"Scenario 4 (low transmissibilty in hospital)"
"123",1883,"Scenario 4 (low transmissibilty in hospital)"
"124",1883,"Scenario 4 (low transmissibilty in hospital)"
"125",1883,"Scenario 4 (low transmissibilty in hospital)"
"126",1883,"Scenario 4 (low transmissibilty in hospital)"
"127",1522,"Scenario 4 (low transmissibilty in hospital)"
"128",1522,"Scenario 4 (low transmissibilty in hospital)"
"129",1522,"Scenario 4 (low transmissibilty in hospital)"
"130",1522,"Scenario 4 (low transmissibilty in hospital)"
"131",1281,"Scenario 4 (low transmissibilty in hospital)"
"132",1281,"Scenario 4 (low transmissibilty in hospital)"
"133",1281,"Scenario 4 (low transmissibilty in hospital)"
"134",1281,"Scenario 4 (low transmissibilty in hospital)"
"135",1109,"Scenario 4 (low transmissibilty in hospital)"
"136",1109,"Scenario 4 (low transmissibilty in hospital)"
"137",1109,"Scenario 4 (low transmissibilty in hospital)"
"138",1109,"Scenario 4 (low transmissibilty in hospital)"
"139",981,"Scenario 4 (low transmissibilty in hospital)"
"140",981,"Scenario 4 (low transmissibilty in hospital)"
"141",981,"Scenario 4 (low transmissibilty in hospital)"
"142",981,"Scenario 4 (low transmissibilty in hospital)"
"143",881,"Scenario 4 (low transmissibilty in hospital)"
"144",881,"Scenario 4 (low transmissibilty in hospital)"
"145",881,"Scenario 4 (low transmissibilty in hospital)"
"146",881,"Scenario 4 (low transmissibilty in hospital)"
"147",801,"Scenario 4 (low transmissibilty in hospital)"
"148",801,"Scenario 4 (low transmissibilty in hospital)"
"149",801,"Scenario 4 (low transmissibilty in hospital)"
"150",801,"Scenario 4 (low transmissibilty in hospital)"
"151",7316,"Scenario 4 (low transmissibilty in hospital)"
"152",7316,"Scenario 4 (low transmissibilty in hospital)"
"153",7316,"Scenario 4 (low transmissibilty in hospital)"
"154",7316,"Scenario 4 (low transmissibilty in hospital)"
"155",3705,"Scenario 4 (low transmissibilty in hospital)"
"156",3705,"Scenario 4 (low transmissibilty in hospital)"
"157",3705,"Scenario 4 (low transmissibilty in hospital)"
"158",3705,"Scenario 4 (low transmissibilty in hospital)"
"159",2500,"Scenario 4 (low transmissibilty in hospital)"
"160",2500,"Scenario 4 (low transmissibilty in hospital)"
"161",2500,"Scenario 4 (low transmissibilty in hospital)"
"162",2500,"Scenario 4 (low transmissibilty in hospital)"
"163",1897,"Scenario 4 (low transmissibilty in hospital)"
"164",1897,"Scenario 4 (low transmissibilty in hospital)"
"165",1897,"Scenario 4 (low transmissibilty in hospital)"
"166",1897,"Scenario 4 (low transmissibilty in hospital)"
"167",1537,"Scenario 4 (low transmissibilty in hospital)"
"168",1537,"Scenario 4 (low transmissibilty in hospital)"
"169",1537,"Scenario 4 (low transmissibilty in hospital)"
"170",1537,"Scenario 4 (low transmissibilty in hospital)"
"171",1296,"Scenario 4 (low transmissibilty in hospital)"
"172",1296,"Scenario 4 (low transmissibilty in hospital)"
"173",1296,"Scenario 4 (low transmissibilty in hospital)"
"174",1296,"Scenario 4 (low transmissibilty in hospital)"
"175",1125,"Scenario 4 (low transmissibilty in hospital)"
"176",1125,"Scenario 4 (low transmissibilty in hospital)"
"177",1125,"Scenario 4 (low transmissibilty in hospital)"
"178",1125,"Scenario 4 (low transmissibilty in hospital)"
"179",997,"Scenario 4 (low transmissibilty in hospital)"
"180",997,"Scenario 4 (low transmissibilty in hospital)"
"181",997,"Scenario 4 (low transmissibilty in hospital)"
"182",997,"Scenario 4 (low transmissibilty in hospital)"
"183",897,"Scenario 4 (low transmissibilty in hospital)"
"184",897,"Scenario 4 (low transmissibilty in hospital)"
"185",897,"Scenario 4 (low transmissibilty in hospital)"
"186",897,"Scenario 4 (low transmissibilty in hospital)"
"187",818,"Scenario 4 (low transmissibilty in hospital)"
"188",818,"Scenario 4 (low transmissibilty in hospital)"
"189",818,"Scenario 4 (low transmissibilty in hospital)"
"190",818,"Scenario 4 (low transmissibilty in hospital)"
"191",7326,"Scenario 4 (low transmissibilty in hospital)"
"192",7326,"Scenario 4 (low transmissibilty in hospital)"
"193",7326,"Scenario 4 (low transmissibilty in hospital)"
"194",7326,"Scenario 4 (low transmissibilty in hospital)"
"195",3720,"Scenario 4 (low transmissibilty in hospital)"
"196",3720,"Scenario 4 (low transmissibilty in hospital)"
"197",3720,"Scenario 4 (low transmissibilty in hospital)"
"198",3720,"Scenario 4 (low transmissibilty in hospital)"
"199",2515,"Scenario 4 (low transmissibilty in hospital)"
"200",2515,"Scenario 4 (low transmissibilty in hospital)"
"201",2515,"Scenario 4 (low transmissibilty in hospital)"
"202",2515,"Scenario 4 (low transmissibilty in hospital)"
"203",1913,"Scenario 4 (low transmissibilty in hospital)"
"204",1913,"Scenario 4 (low transmissibilty in hospital)"
"205",1913,"Scenario 4 (low transmissibilty in hospital)"
"206",1913,"Scenario 4 (low transmissibilty in hospital)"
"207",1552,"Scenario 4 (low transmissibilty in hospital)"
"208",1552,"Scenario 4 (low transmissibilty in hospital)"
"209",1552,"Scenario 4 (low transmissibilty in hospital)"
"210",1552,"Scenario 4 (low transmissibilty in hospital)"
"211",1312,"Scenario 4 (low transmissibilty in hospital)"
"212",1312,"Scenario 4 (low transmissibilty in hospital)"
"213",1312,"Scenario 4 (low transmissibilty in hospital)"
"214",1312,"Scenario 4 (low transmissibilty in hospital)"
"215",1141,"Scenario 4 (low transmissibilty in hospital)"
"216",1141,"Scenario 4 (low transmissibilty in hospital)"
"217",1141,"Scenario 4 (low transmissibilty in hospital)"
"218",1141,"Scenario 4 (low transmissibilty in hospital)"
"219",1013,"Scenario 4 (low transmissibilty in hospital)"
"220",1013,"Scenario 4 (low transmissibilty in hospital)"
"221",1013,"Scenario 4 (low transmissibilty in hospital)"
"222",1013,"Scenario 4 (low transmissibilty in hospital)"
"223",914,"Scenario 4 (low transmissibilty in hospital)"
"224",914,"Scenario 4 (low transmissibilty in hospital)"
"225",914,"Scenario 4 (low transmissibilty in hospital)"
"226",914,"Scenario 4 (low transmissibilty in hospital)"
"227",835,"Scenario 4 (low transmissibilty in hospital)"
"228",835,"Scenario 4 (low transmissibilty in hospital)"
"229",835,"Scenario 4 (low transmissibilty in hospital)"
"230",835,"Scenario 4 (low transmissibilty in hospital)"
"231",7345,"Scenario 4 (low transmissibilty in hospital)"
"232",7345,"Scenario 4 (low transmissibilty in hospital)"
"233",7345,"Scenario 4 (low transmissibilty in hospital)"
"234",7345,"Scenario 4 (low transmissibilty in hospital)"
"235",3735,"Scenario 4 (low transmissibilty in hospital)"
"236",3735,"Scenario 4 (low transmissibilty in hospital)"
"237",3735,"Scenario 4 (low transmissibilty in hospital)"
"238",3735,"Scenario 4 (low transmissibilty in hospital)"
"239",2530,"Scenario 4 (low transmissibilty in hospital)"
"240",2530,"Scenario 4 (low transmissibilty in hospital)"
"241",2530,"Scenario 4 (low transmissibilty in hospital)"
"242",2530,"Scenario 4 (low transmissibilty in hospital)"
"243",1928,"Scenario 4 (low transmissibilty in hospital)"
"244",1928,"Scenario 4 (low transmissibilty in hospital)"
"245",1928,"Scenario 4 (low transmissibilty in hospital)"
"246",1928,"Scenario 4 (low transmissibilty in hospital)"
"247",1568,"Scenario 4 (low transmissibilty in hospital)"
"248",1568,"Scenario 4 (low transmissibilty in hospital)"
"249",1568,"Scenario 4 (low transmissibilty in hospital)"
"250",1568,"Scenario 4 (low transmissibilty in hospital)"
"251",1328,"Scenario 4 (low transmissibilty in hospital)"
"252",1328,"Scenario 4 (low transmissibilty in hospital)"
"253",1328,"Scenario 4 (low transmissibilty in hospital)"
"254",1328,"Scenario 4 (low transmissibilty in hospital)"
"255",1157,"Scenario 4 (low transmissibilty in hospital)"
"256",1157,"Scenario 4 (low transmissibilty in hospital)"
"257",1157,"Scenario 4 (low transmissibilty in hospital)"
"258",1157,"Scenario 4 (low transmissibilty in hospital)"
"259",1030,"Scenario 4 (low transmissibilty in hospital)"
"260",1030,"Scenario 4 (low transmissibilty in hospital)"
"261",1030,"Scenario 4 (low transmissibilty in hospital)"
"262",1030,"Scenario 4 (low transmissibilty in hospital)"
"263",931,"Scenario 4 (low transmissibilty in hospital)"
"264",931,"Scenario 4 (low transmissibilty in hospital)"
"265",931,"Scenario 4 (low transmissibilty in hospital)"
"266",931,"Scenario 4 (low transmissibilty in hospital)"
"267",852,"Scenario 4 (low transmissibilty in hospital)"
"268",852,"Scenario 4 (low transmissibilty in hospital)"
"269",852,"Scenario 4 (low transmissibilty in hospital)"
"270",852,"Scenario 4 (low transmissibilty in hospital)"
"271",7365,"Scenario 4 (low transmissibilty in hospital)"
"272",7365,"Scenario 4 (low transmissibilty in hospital)"
"273",7365,"Scenario 4 (low transmissibilty in hospital)"
"274",7365,"Scenario 4 (low transmissibilty in hospital)"
"275",7365,"Scenario 4 (low transmissibilty in hospital)"
"276",7365,"Scenario 4 (low transmissibilty in hospital)"
"277",3749,"Scenario 4 (low transmissibilty in hospital)"
"278",3749,"Scenario 4 (low transmissibilty in hospital)"
"279",3749,"Scenario 4 (low transmissibilty in hospital)"
"280",3749,"Scenario 4 (low transmissibilty in hospital)"
"281",3749,"Scenario 4 (low transmissibilty in hospital)"
"282",3749,"Scenario 4 (low transmissibilty in hospital)"
"283",2545,"Scenario 4 (low transmissibilty in hospital)"
"284",2545,"Scenario 4 (low transmissibilty in hospital)"
"285",2545,"Scenario 4 (low transmissibilty in hospital)"
"286",2545,"Scenario 4 (low transmissibilty in hospital)"
"287",2545,"Scenario 4 (low transmissibilty in hospital)"
"288",2545,"Scenario 4 (low transmissibilty in hospital)"
"289",1944,"Scenario 4 (low transmissibilty in hospital)"
"290",1944,"Scenario 4 (low transmissibilty in hospital)"
"291",1944,"Scenario 4 (low transmissibilty in hospital)"
"292",1944,"Scenario 4 (low transmissibilty in hospital)"
"293",1944,"Scenario 4 (low transmissibilty in hospital)"
"294",1944,"Scenario 4 (low transmissibilty in hospital)"
"295",1583,"Scenario 4 (low transmissibilty in hospital)"
"296",1583,"Scenario 4 (low transmissibilty in hospital)"
"297",1583,"Scenario 4 (low transmissibilty in hospital)"
"298",1583,"Scenario 4 (low transmissibilty in hospital)"
"299",1583,"Scenario 4 (low transmissibilty in hospital)"
"300",1583,"Scenario 4 (low transmissibilty in hospital)"
"301",1344,"Scenario 4 (low transmissibilty in hospital)"
"302",1344,"Scenario 4 (low transmissibilty in hospital)"
"303",1344,"Scenario 4 (low transmissibilty in hospital)"
"304",1344,"Scenario 4 (low transmissibilty in hospital)"
"305",1344,"Scenario 4 (low transmissibilty in hospital)"
"306",1344,"Scenario 4 (low transmissibilty in hospital)"
"307",1174,"Scenario 4 (low transmissibilty in hospital)"
"308",1174,"Scenario 4 (low transmissibilty in hospital)"
"309",1174,"Scenario 4 (low transmissibilty in hospital)"
"310",1174,"Scenario 4 (low transmissibilty in hospital)"
"311",1174,"Scenario 4 (low transmissibilty in hospital)"
"312",1174,"Scenario 4 (low transmissibilty in hospital)"
"313",1047,"Scenario 4 (low transmissibilty in hospital)"
"314",1047,"Scenario 4 (low transmissibilty in hospital)"
"315",1047,"Scenario 4 (low transmissibilty in hospital)"
"316",1047,"Scenario 4 (low transmissibilty in hospital)"
"317",1047,"Scenario 4 (low transmissibilty in hospital)"
"318",1047,"Scenario 4 (low transmissibilty in hospital)"
"319",948,"Scenario 4 (low transmissibilty in hospital)"
"320",948,"Scenario 4 (low transmissibilty in hospital)"
"321",948,"Scenario 4 (low transmissibilty in hospital)"
"322",948,"Scenario 4 (low transmissibilty in hospital)"
"323",948,"Scenario 4 (low transmissibilty in hospital)"
"324",948,"Scenario 4 (low transmissibilty in hospital)"
"325",870,"Scenario 4 (low transmissibilty in hospital)"
"326",870,"Scenario 4 (low transmissibilty in hospital)"
"327",870,"Scenario 4 (low transmissibilty in hospital)"
"328",870,"Scenario 4 (low transmissibilty in hospital)"
"329",870,"Scenario 4 (low transmissibilty in hospital)"
"330",870,"Scenario 4 (low transmissibilty in hospital)"
