"","num_vacc_per_case","scenario"
"100",173,"Scenario 5 (high transmissibility in hospital)"
"101",144,"Scenario 5 (high transmissibility in hospital)"
"102",144,"Scenario 5 (high transmissibility in hospital)"
"103",144,"Scenario 5 (high transmissibility in hospital)"
"104",144,"Scenario 5 (high transmissibility in hospital)"
"105",144,"Scenario 5 (high transmissibility in hospital)"
"106",144,"Scenario 5 (high transmissibility in hospital)"
"107",144,"Scenario 5 (high transmissibility in hospital)"
"108",144,"Scenario 5 (high transmissibility in hospital)"
"109",144,"Scenario 5 (high transmissibility in hospital)"
"110",144,"Scenario 5 (high transmissibility in hospital)"
"111",123,"Scenario 5 (high transmissibility in hospital)"
"112",123,"Scenario 5 (high transmissibility in hospital)"
"113",123,"Scenario 5 (high transmissibility in hospital)"
"114",123,"Scenario 5 (high transmissibility in hospital)"
"115",123,"Scenario 5 (high transmissibility in hospital)"
"116",123,"Scenario 5 (high transmissibility in hospital)"
"117",123,"Scenario 5 (high transmissibility in hospital)"
"118",123,"Scenario 5 (high transmissibility in hospital)"
"119",123,"Scenario 5 (high transmissibility in hospital)"
"120",123,"Scenario 5 (high transmissibility in hospital)"
"121",108,"Scenario 5 (high transmissibility in hospital)"
"122",108,"Scenario 5 (high transmissibility in hospital)"
"123",108,"Scenario 5 (high transmissibility in hospital)"
"124",108,"Scenario 5 (high transmissibility in hospital)"
"125",108,"Scenario 5 (high transmissibility in hospital)"
"126",108,"Scenario 5 (high transmissibility in hospital)"
"127",108,"Scenario 5 (high transmissibility in hospital)"
"128",108,"Scenario 5 (high transmissibility in hospital)"
"129",108,"Scenario 5 (high transmissibility in hospital)"
"130",108,"Scenario 5 (high transmissibility in hospital)"
"131",96,"Scenario 5 (high transmissibility in hospital)"
"132",96,"Scenario 5 (high transmissibility in hospital)"
"133",96,"Scenario 5 (high transmissibility in hospital)"
"134",96,"Scenario 5 (high transmissibility in hospital)"
"135",96,"Scenario 5 (high transmissibility in hospital)"
"136",96,"Scenario 5 (high transmissibility in hospital)"
"137",96,"Scenario 5 (high transmissibility in hospital)"
"138",96,"Scenario 5 (high transmissibility in hospital)"
"139",96,"Scenario 5 (high transmissibility in hospital)"
"140",96,"Scenario 5 (high transmissibility in hospital)"
"141",86,"Scenario 5 (high transmissibility in hospital)"
"142",86,"Scenario 5 (high transmissibility in hospital)"
"143",86,"Scenario 5 (high transmissibility in hospital)"
"144",86,"Scenario 5 (high transmissibility in hospital)"
"145",86,"Scenario 5 (high transmissibility in hospital)"
"146",86,"Scenario 5 (high transmissibility in hospital)"
"147",86,"Scenario 5 (high transmissibility in hospital)"
"148",86,"Scenario 5 (high transmissibility in hospital)"
"149",86,"Scenario 5 (high transmissibility in hospital)"
"150",86,"Scenario 5 (high transmissibility in hospital)"
"151",874,"Scenario 5 (high transmissibility in hospital)"
"152",874,"Scenario 5 (high transmissibility in hospital)"
"153",874,"Scenario 5 (high transmissibility in hospital)"
"154",874,"Scenario 5 (high transmissibility in hospital)"
"155",874,"Scenario 5 (high transmissibility in hospital)"
"156",874,"Scenario 5 (high transmissibility in hospital)"
"157",874,"Scenario 5 (high transmissibility in hospital)"
"158",874,"Scenario 5 (high transmissibility in hospital)"
"159",874,"Scenario 5 (high transmissibility in hospital)"
"160",874,"Scenario 5 (high transmissibility in hospital)"
"161",874,"Scenario 5 (high transmissibility in hospital)"
"162",436,"Scenario 5 (high transmissibility in hospital)"
"163",436,"Scenario 5 (high transmissibility in hospital)"
"164",436,"Scenario 5 (high transmissibility in hospital)"
"165",436,"Scenario 5 (high transmissibility in hospital)"
"166",436,"Scenario 5 (high transmissibility in hospital)"
"167",436,"Scenario 5 (high transmissibility in hospital)"
"168",436,"Scenario 5 (high transmissibility in hospital)"
"169",436,"Scenario 5 (high transmissibility in hospital)"
"170",436,"Scenario 5 (high transmissibility in hospital)"
"171",436,"Scenario 5 (high transmissibility in hospital)"
"172",436,"Scenario 5 (high transmissibility in hospital)"
"173",290,"Scenario 5 (high transmissibility in hospital)"
"174",290,"Scenario 5 (high transmissibility in hospital)"
"175",290,"Scenario 5 (high transmissibility in hospital)"
"176",290,"Scenario 5 (high transmissibility in hospital)"
"177",290,"Scenario 5 (high transmissibility in hospital)"
"178",290,"Scenario 5 (high transmissibility in hospital)"
"179",290,"Scenario 5 (high transmissibility in hospital)"
"180",290,"Scenario 5 (high transmissibility in hospital)"
"181",290,"Scenario 5 (high transmissibility in hospital)"
"182",290,"Scenario 5 (high transmissibility in hospital)"
"183",290,"Scenario 5 (high transmissibility in hospital)"
"184",217,"Scenario 5 (high transmissibility in hospital)"
"185",217,"Scenario 5 (high transmissibility in hospital)"
"186",217,"Scenario 5 (high transmissibility in hospital)"
"187",217,"Scenario 5 (high transmissibility in hospital)"
"188",217,"Scenario 5 (high transmissibility in hospital)"
"189",217,"Scenario 5 (high transmissibility in hospital)"
"190",217,"Scenario 5 (high transmissibility in hospital)"
"191",217,"Scenario 5 (high transmissibility in hospital)"
"192",217,"Scenario 5 (high transmissibility in hospital)"
"193",217,"Scenario 5 (high transmissibility in hospital)"
"194",217,"Scenario 5 (high transmissibility in hospital)"
"195",173,"Scenario 5 (high transmissibility in hospital)"
"196",173,"Scenario 5 (high transmissibility in hospital)"
"197",173,"Scenario 5 (high transmissibility in hospital)"
"198",173,"Scenario 5 (high transmissibility in hospital)"
"199",173,"Scenario 5 (high transmissibility in hospital)"
"200",173,"Scenario 5 (high transmissibility in hospital)"
"201",173,"Scenario 5 (high transmissibility in hospital)"
"202",173,"Scenario 5 (high transmissibility in hospital)"
"203",173,"Scenario 5 (high transmissibility in hospital)"
"204",173,"Scenario 5 (high transmissibility in hospital)"
"205",173,"Scenario 5 (high transmissibility in hospital)"
"206",144,"Scenario 5 (high transmissibility in hospital)"
"207",144,"Scenario 5 (high transmissibility in hospital)"
"208",144,"Scenario 5 (high transmissibility in hospital)"
"209",144,"Scenario 5 (high transmissibility in hospital)"
"210",144,"Scenario 5 (high transmissibility in hospital)"
"211",144,"Scenario 5 (high transmissibility in hospital)"
"212",144,"Scenario 5 (high transmissibility in hospital)"
"213",144,"Scenario 5 (high transmissibility in hospital)"
"214",144,"Scenario 5 (high transmissibility in hospital)"
"215",144,"Scenario 5 (high transmissibility in hospital)"
"216",144,"Scenario 5 (high transmissibility in hospital)"
"217",123,"Scenario 5 (high transmissibility in hospital)"
"218",123,"Scenario 5 (high transmissibility in hospital)"
"219",123,"Scenario 5 (high transmissibility in hospital)"
"220",123,"Scenario 5 (high transmissibility in hospital)"
"221",123,"Scenario 5 (high transmissibility in hospital)"
"222",123,"Scenario 5 (high transmissibility in hospital)"
"223",123,"Scenario 5 (high transmissibility in hospital)"
"224",123,"Scenario 5 (high transmissibility in hospital)"
"225",123,"Scenario 5 (high transmissibility in hospital)"
"226",123,"Scenario 5 (high transmissibility in hospital)"
"227",123,"Scenario 5 (high transmissibility in hospital)"
"228",108,"Scenario 5 (high transmissibility in hospital)"
"229",108,"Scenario 5 (high transmissibility in hospital)"
"230",108,"Scenario 5 (high transmissibility in hospital)"
"231",108,"Scenario 5 (high transmissibility in hospital)"
"232",108,"Scenario 5 (high transmissibility in hospital)"
"233",108,"Scenario 5 (high transmissibility in hospital)"
"234",108,"Scenario 5 (high transmissibility in hospital)"
"235",108,"Scenario 5 (high transmissibility in hospital)"
"236",108,"Scenario 5 (high transmissibility in hospital)"
"237",108,"Scenario 5 (high transmissibility in hospital)"
"238",108,"Scenario 5 (high transmissibility in hospital)"
"239",96,"Scenario 5 (high transmissibility in hospital)"
"240",96,"Scenario 5 (high transmissibility in hospital)"
"241",96,"Scenario 5 (high transmissibility in hospital)"
"242",96,"Scenario 5 (high transmissibility in hospital)"
"243",96,"Scenario 5 (high transmissibility in hospital)"
"244",96,"Scenario 5 (high transmissibility in hospital)"
"245",96,"Scenario 5 (high transmissibility in hospital)"
"246",96,"Scenario 5 (high transmissibility in hospital)"
"247",96,"Scenario 5 (high transmissibility in hospital)"
"248",96,"Scenario 5 (high transmissibility in hospital)"
"249",96,"Scenario 5 (high transmissibility in hospital)"
"250",86,"Scenario 5 (high transmissibility in hospital)"
"251",86,"Scenario 5 (high transmissibility in hospital)"
"252",86,"Scenario 5 (high transmissibility in hospital)"
"253",86,"Scenario 5 (high transmissibility in hospital)"
"254",86,"Scenario 5 (high transmissibility in hospital)"
"255",86,"Scenario 5 (high transmissibility in hospital)"
"256",86,"Scenario 5 (high transmissibility in hospital)"
"257",86,"Scenario 5 (high transmissibility in hospital)"
"258",86,"Scenario 5 (high transmissibility in hospital)"
"259",86,"Scenario 5 (high transmissibility in hospital)"
"260",86,"Scenario 5 (high transmissibility in hospital)"
"261",874,"Scenario 5 (high transmissibility in hospital)"
"262",874,"Scenario 5 (high transmissibility in hospital)"
"263",874,"Scenario 5 (high transmissibility in hospital)"
"264",874,"Scenario 5 (high transmissibility in hospital)"
"265",874,"Scenario 5 (high transmissibility in hospital)"
"266",874,"Scenario 5 (high transmissibility in hospital)"
"267",874,"Scenario 5 (high transmissibility in hospital)"
"268",874,"Scenario 5 (high transmissibility in hospital)"
"269",874,"Scenario 5 (high transmissibility in hospital)"
"270",874,"Scenario 5 (high transmissibility in hospital)"
"271",874,"Scenario 5 (high transmissibility in hospital)"
"272",436,"Scenario 5 (high transmissibility in hospital)"
"273",436,"Scenario 5 (high transmissibility in hospital)"
"274",436,"Scenario 5 (high transmissibility in hospital)"
"275",436,"Scenario 5 (high transmissibility in hospital)"
"276",436,"Scenario 5 (high transmissibility in hospital)"
"277",436,"Scenario 5 (high transmissibility in hospital)"
"278",436,"Scenario 5 (high transmissibility in hospital)"
"279",436,"Scenario 5 (high transmissibility in hospital)"
"280",436,"Scenario 5 (high transmissibility in hospital)"
"281",436,"Scenario 5 (high transmissibility in hospital)"
"282",436,"Scenario 5 (high transmissibility in hospital)"
"283",290,"Scenario 5 (high transmissibility in hospital)"
"284",290,"Scenario 5 (high transmissibility in hospital)"
"285",290,"Scenario 5 (high transmissibility in hospital)"
"286",290,"Scenario 5 (high transmissibility in hospital)"
"287",290,"Scenario 5 (high transmissibility in hospital)"
"288",290,"Scenario 5 (high transmissibility in hospital)"
"289",290,"Scenario 5 (high transmissibility in hospital)"
"290",290,"Scenario 5 (high transmissibility in hospital)"
"291",290,"Scenario 5 (high transmissibility in hospital)"
"292",290,"Scenario 5 (high transmissibility in hospital)"
"293",290,"Scenario 5 (high transmissibility in hospital)"
"294",217,"Scenario 5 (high transmissibility in hospital)"
"295",217,"Scenario 5 (high transmissibility in hospital)"
"296",217,"Scenario 5 (high transmissibility in hospital)"
"297",217,"Scenario 5 (high transmissibility in hospital)"
"298",217,"Scenario 5 (high transmissibility in hospital)"
"299",217,"Scenario 5 (high transmissibility in hospital)"
"300",217,"Scenario 5 (high transmissibility in hospital)"
"301",217,"Scenario 5 (high transmissibility in hospital)"
"302",217,"Scenario 5 (high transmissibility in hospital)"
"303",217,"Scenario 5 (high transmissibility in hospital)"
"304",217,"Scenario 5 (high transmissibility in hospital)"
"305",173,"Scenario 5 (high transmissibility in hospital)"
"306",173,"Scenario 5 (high transmissibility in hospital)"
"307",173,"Scenario 5 (high transmissibility in hospital)"
"308",173,"Scenario 5 (high transmissibility in hospital)"
"309",173,"Scenario 5 (high transmissibility in hospital)"
"310",173,"Scenario 5 (high transmissibility in hospital)"
"311",173,"Scenario 5 (high transmissibility in hospital)"
"312",173,"Scenario 5 (high transmissibility in hospital)"
"313",173,"Scenario 5 (high transmissibility in hospital)"
"314",173,"Scenario 5 (high transmissibility in hospital)"
"315",173,"Scenario 5 (high transmissibility in hospital)"
"316",144,"Scenario 5 (high transmissibility in hospital)"
"317",144,"Scenario 5 (high transmissibility in hospital)"
"318",144,"Scenario 5 (high transmissibility in hospital)"
"319",144,"Scenario 5 (high transmissibility in hospital)"
"320",144,"Scenario 5 (high transmissibility in hospital)"
"321",144,"Scenario 5 (high transmissibility in hospital)"
"322",144,"Scenario 5 (high transmissibility in hospital)"
"323",144,"Scenario 5 (high transmissibility in hospital)"
"324",144,"Scenario 5 (high transmissibility in hospital)"
"325",144,"Scenario 5 (high transmissibility in hospital)"
"326",144,"Scenario 5 (high transmissibility in hospital)"
"327",123,"Scenario 5 (high transmissibility in hospital)"
"328",123,"Scenario 5 (high transmissibility in hospital)"
"329",123,"Scenario 5 (high transmissibility in hospital)"
"330",123,"Scenario 5 (high transmissibility in hospital)"
"331",123,"Scenario 5 (high transmissibility in hospital)"
"332",123,"Scenario 5 (high transmissibility in hospital)"
"333",123,"Scenario 5 (high transmissibility in hospital)"
"334",123,"Scenario 5 (high transmissibility in hospital)"
"335",123,"Scenario 5 (high transmissibility in hospital)"
"336",123,"Scenario 5 (high transmissibility in hospital)"
"337",123,"Scenario 5 (high transmissibility in hospital)"
"338",108,"Scenario 5 (high transmissibility in hospital)"
"339",108,"Scenario 5 (high transmissibility in hospital)"
"340",108,"Scenario 5 (high transmissibility in hospital)"
"341",108,"Scenario 5 (high transmissibility in hospital)"
"342",108,"Scenario 5 (high transmissibility in hospital)"
"343",108,"Scenario 5 (high transmissibility in hospital)"
"344",108,"Scenario 5 (high transmissibility in hospital)"
"345",108,"Scenario 5 (high transmissibility in hospital)"
"346",108,"Scenario 5 (high transmissibility in hospital)"
"347",108,"Scenario 5 (high transmissibility in hospital)"
"348",108,"Scenario 5 (high transmissibility in hospital)"
"349",96,"Scenario 5 (high transmissibility in hospital)"
"350",96,"Scenario 5 (high transmissibility in hospital)"
"351",96,"Scenario 5 (high transmissibility in hospital)"
"352",96,"Scenario 5 (high transmissibility in hospital)"
"353",96,"Scenario 5 (high transmissibility in hospital)"
"354",96,"Scenario 5 (high transmissibility in hospital)"
"355",96,"Scenario 5 (high transmissibility in hospital)"
"356",96,"Scenario 5 (high transmissibility in hospital)"
"357",96,"Scenario 5 (high transmissibility in hospital)"
"358",96,"Scenario 5 (high transmissibility in hospital)"
"359",96,"Scenario 5 (high transmissibility in hospital)"
"360",86,"Scenario 5 (high transmissibility in hospital)"
"361",86,"Scenario 5 (high transmissibility in hospital)"
"362",86,"Scenario 5 (high transmissibility in hospital)"
"363",86,"Scenario 5 (high transmissibility in hospital)"
"364",86,"Scenario 5 (high transmissibility in hospital)"
"365",86,"Scenario 5 (high transmissibility in hospital)"
"366",86,"Scenario 5 (high transmissibility in hospital)"
"367",86,"Scenario 5 (high transmissibility in hospital)"
"368",86,"Scenario 5 (high transmissibility in hospital)"
"369",86,"Scenario 5 (high transmissibility in hospital)"
"370",86,"Scenario 5 (high transmissibility in hospital)"
"371",874,"Scenario 5 (high transmissibility in hospital)"
"372",874,"Scenario 5 (high transmissibility in hospital)"
"373",874,"Scenario 5 (high transmissibility in hospital)"
"374",874,"Scenario 5 (high transmissibility in hospital)"
"375",874,"Scenario 5 (high transmissibility in hospital)"
"376",874,"Scenario 5 (high transmissibility in hospital)"
"377",874,"Scenario 5 (high transmissibility in hospital)"
"378",874,"Scenario 5 (high transmissibility in hospital)"
"379",874,"Scenario 5 (high transmissibility in hospital)"
"380",874,"Scenario 5 (high transmissibility in hospital)"
"381",874,"Scenario 5 (high transmissibility in hospital)"
"382",436,"Scenario 5 (high transmissibility in hospital)"
"383",436,"Scenario 5 (high transmissibility in hospital)"
"384",436,"Scenario 5 (high transmissibility in hospital)"
"385",436,"Scenario 5 (high transmissibility in hospital)"
"386",436,"Scenario 5 (high transmissibility in hospital)"
"387",436,"Scenario 5 (high transmissibility in hospital)"
"388",436,"Scenario 5 (high transmissibility in hospital)"
"389",436,"Scenario 5 (high transmissibility in hospital)"
"390",436,"Scenario 5 (high transmissibility in hospital)"
"391",436,"Scenario 5 (high transmissibility in hospital)"
"392",436,"Scenario 5 (high transmissibility in hospital)"
"393",290,"Scenario 5 (high transmissibility in hospital)"
"394",290,"Scenario 5 (high transmissibility in hospital)"
"395",290,"Scenario 5 (high transmissibility in hospital)"
"396",290,"Scenario 5 (high transmissibility in hospital)"
"397",290,"Scenario 5 (high transmissibility in hospital)"
"398",290,"Scenario 5 (high transmissibility in hospital)"
"399",290,"Scenario 5 (high transmissibility in hospital)"
"400",290,"Scenario 5 (high transmissibility in hospital)"
"401",290,"Scenario 5 (high transmissibility in hospital)"
"402",290,"Scenario 5 (high transmissibility in hospital)"
"403",290,"Scenario 5 (high transmissibility in hospital)"
"404",217,"Scenario 5 (high transmissibility in hospital)"
"405",217,"Scenario 5 (high transmissibility in hospital)"
"406",217,"Scenario 5 (high transmissibility in hospital)"
"407",217,"Scenario 5 (high transmissibility in hospital)"
"408",217,"Scenario 5 (high transmissibility in hospital)"
"409",217,"Scenario 5 (high transmissibility in hospital)"
"410",217,"Scenario 5 (high transmissibility in hospital)"
"411",217,"Scenario 5 (high transmissibility in hospital)"
"412",217,"Scenario 5 (high transmissibility in hospital)"
"413",217,"Scenario 5 (high transmissibility in hospital)"
"414",217,"Scenario 5 (high transmissibility in hospital)"
"415",173,"Scenario 5 (high transmissibility in hospital)"
"416",173,"Scenario 5 (high transmissibility in hospital)"
"417",173,"Scenario 5 (high transmissibility in hospital)"
"418",173,"Scenario 5 (high transmissibility in hospital)"
"419",173,"Scenario 5 (high transmissibility in hospital)"
"420",173,"Scenario 5 (high transmissibility in hospital)"
"421",173,"Scenario 5 (high transmissibility in hospital)"
"422",173,"Scenario 5 (high transmissibility in hospital)"
"423",173,"Scenario 5 (high transmissibility in hospital)"
"424",173,"Scenario 5 (high transmissibility in hospital)"
"425",173,"Scenario 5 (high transmissibility in hospital)"
"426",144,"Scenario 5 (high transmissibility in hospital)"
"427",144,"Scenario 5 (high transmissibility in hospital)"
"428",144,"Scenario 5 (high transmissibility in hospital)"
"429",144,"Scenario 5 (high transmissibility in hospital)"
"430",144,"Scenario 5 (high transmissibility in hospital)"
"431",144,"Scenario 5 (high transmissibility in hospital)"
"432",144,"Scenario 5 (high transmissibility in hospital)"
"433",144,"Scenario 5 (high transmissibility in hospital)"
"434",144,"Scenario 5 (high transmissibility in hospital)"
"435",144,"Scenario 5 (high transmissibility in hospital)"
"436",144,"Scenario 5 (high transmissibility in hospital)"
"437",123,"Scenario 5 (high transmissibility in hospital)"
"438",123,"Scenario 5 (high transmissibility in hospital)"
"439",123,"Scenario 5 (high transmissibility in hospital)"
"440",123,"Scenario 5 (high transmissibility in hospital)"
"441",123,"Scenario 5 (high transmissibility in hospital)"
"442",123,"Scenario 5 (high transmissibility in hospital)"
"443",123,"Scenario 5 (high transmissibility in hospital)"
"444",123,"Scenario 5 (high transmissibility in hospital)"
"445",123,"Scenario 5 (high transmissibility in hospital)"
"446",123,"Scenario 5 (high transmissibility in hospital)"
"447",123,"Scenario 5 (high transmissibility in hospital)"
"448",108,"Scenario 5 (high transmissibility in hospital)"
"449",108,"Scenario 5 (high transmissibility in hospital)"
"450",108,"Scenario 5 (high transmissibility in hospital)"
"451",108,"Scenario 5 (high transmissibility in hospital)"
"452",108,"Scenario 5 (high transmissibility in hospital)"
"453",108,"Scenario 5 (high transmissibility in hospital)"
"454",108,"Scenario 5 (high transmissibility in hospital)"
"455",108,"Scenario 5 (high transmissibility in hospital)"
"456",108,"Scenario 5 (high transmissibility in hospital)"
"457",108,"Scenario 5 (high transmissibility in hospital)"
"458",108,"Scenario 5 (high transmissibility in hospital)"
"459",96,"Scenario 5 (high transmissibility in hospital)"
"460",96,"Scenario 5 (high transmissibility in hospital)"
"461",96,"Scenario 5 (high transmissibility in hospital)"
"462",96,"Scenario 5 (high transmissibility in hospital)"
"463",96,"Scenario 5 (high transmissibility in hospital)"
"464",96,"Scenario 5 (high transmissibility in hospital)"
"465",96,"Scenario 5 (high transmissibility in hospital)"
"466",96,"Scenario 5 (high transmissibility in hospital)"
"467",96,"Scenario 5 (high transmissibility in hospital)"
"468",96,"Scenario 5 (high transmissibility in hospital)"
"469",96,"Scenario 5 (high transmissibility in hospital)"
"470",86,"Scenario 5 (high transmissibility in hospital)"
"471",86,"Scenario 5 (high transmissibility in hospital)"
"472",86,"Scenario 5 (high transmissibility in hospital)"
"473",86,"Scenario 5 (high transmissibility in hospital)"
"474",86,"Scenario 5 (high transmissibility in hospital)"
"475",86,"Scenario 5 (high transmissibility in hospital)"
"476",86,"Scenario 5 (high transmissibility in hospital)"
"477",86,"Scenario 5 (high transmissibility in hospital)"
"478",86,"Scenario 5 (high transmissibility in hospital)"
"479",86,"Scenario 5 (high transmissibility in hospital)"
"480",86,"Scenario 5 (high transmissibility in hospital)"
"481",875,"Scenario 5 (high transmissibility in hospital)"
"482",875,"Scenario 5 (high transmissibility in hospital)"
"483",875,"Scenario 5 (high transmissibility in hospital)"
"484",875,"Scenario 5 (high transmissibility in hospital)"
"485",875,"Scenario 5 (high transmissibility in hospital)"
"486",875,"Scenario 5 (high transmissibility in hospital)"
"487",875,"Scenario 5 (high transmissibility in hospital)"
"488",875,"Scenario 5 (high transmissibility in hospital)"
"489",875,"Scenario 5 (high transmissibility in hospital)"
"490",875,"Scenario 5 (high transmissibility in hospital)"
"491",875,"Scenario 5 (high transmissibility in hospital)"
"492",436,"Scenario 5 (high transmissibility in hospital)"
"493",436,"Scenario 5 (high transmissibility in hospital)"
"494",436,"Scenario 5 (high transmissibility in hospital)"
"495",436,"Scenario 5 (high transmissibility in hospital)"
"496",436,"Scenario 5 (high transmissibility in hospital)"
"497",436,"Scenario 5 (high transmissibility in hospital)"
"498",436,"Scenario 5 (high transmissibility in hospital)"
"499",436,"Scenario 5 (high transmissibility in hospital)"
"500",436,"Scenario 5 (high transmissibility in hospital)"
"501",436,"Scenario 5 (high transmissibility in hospital)"
"502",436,"Scenario 5 (high transmissibility in hospital)"
"503",290,"Scenario 5 (high transmissibility in hospital)"
"504",290,"Scenario 5 (high transmissibility in hospital)"
"505",290,"Scenario 5 (high transmissibility in hospital)"
"506",290,"Scenario 5 (high transmissibility in hospital)"
"507",290,"Scenario 5 (high transmissibility in hospital)"
"508",290,"Scenario 5 (high transmissibility in hospital)"
"509",290,"Scenario 5 (high transmissibility in hospital)"
"510",290,"Scenario 5 (high transmissibility in hospital)"
"511",290,"Scenario 5 (high transmissibility in hospital)"
"512",290,"Scenario 5 (high transmissibility in hospital)"
"513",290,"Scenario 5 (high transmissibility in hospital)"
"514",217,"Scenario 5 (high transmissibility in hospital)"
"515",217,"Scenario 5 (high transmissibility in hospital)"
"516",217,"Scenario 5 (high transmissibility in hospital)"
"517",217,"Scenario 5 (high transmissibility in hospital)"
