"","percent_reduction","scenario"
"251",7.8,"Scenario 7 (large hospital population size)"
"252",7.8,"Scenario 7 (large hospital population size)"
"253",7.8,"Scenario 7 (large hospital population size)"
"254",10.4,"Scenario 7 (large hospital population size)"
"255",10.4,"Scenario 7 (large hospital population size)"
"256",10.4,"Scenario 7 (large hospital population size)"
"257",10.4,"Scenario 7 (large hospital population size)"
"258",10.4,"Scenario 7 (large hospital population size)"
"259",10.4,"Scenario 7 (large hospital population size)"
"260",10.4,"Scenario 7 (large hospital population size)"
"261",10.4,"Scenario 7 (large hospital population size)"
"262",10.4,"Scenario 7 (large hospital population size)"
"263",10.4,"Scenario 7 (large hospital population size)"
"264",10.4,"Scenario 7 (large hospital population size)"
"265",13,"Scenario 7 (large hospital population size)"
"266",13,"Scenario 7 (large hospital population size)"
"267",13,"Scenario 7 (large hospital population size)"
"268",13,"Scenario 7 (large hospital population size)"
"269",13,"Scenario 7 (large hospital population size)"
"270",13,"Scenario 7 (large hospital population size)"
"271",13,"Scenario 7 (large hospital population size)"
"272",13,"Scenario 7 (large hospital population size)"
"273",13,"Scenario 7 (large hospital population size)"
"274",13,"Scenario 7 (large hospital population size)"
"275",13,"Scenario 7 (large hospital population size)"
"276",15.7,"Scenario 7 (large hospital population size)"
"277",15.7,"Scenario 7 (large hospital population size)"
"278",15.7,"Scenario 7 (large hospital population size)"
"279",15.7,"Scenario 7 (large hospital population size)"
"280",15.7,"Scenario 7 (large hospital population size)"
"281",15.7,"Scenario 7 (large hospital population size)"
"282",15.7,"Scenario 7 (large hospital population size)"
"283",15.7,"Scenario 7 (large hospital population size)"
"284",15.7,"Scenario 7 (large hospital population size)"
"285",15.7,"Scenario 7 (large hospital population size)"
"286",15.7,"Scenario 7 (large hospital population size)"
"287",18.4,"Scenario 7 (large hospital population size)"
"288",18.4,"Scenario 7 (large hospital population size)"
"289",18.4,"Scenario 7 (large hospital population size)"
"290",18.4,"Scenario 7 (large hospital population size)"
"291",18.4,"Scenario 7 (large hospital population size)"
"292",18.4,"Scenario 7 (large hospital population size)"
"293",18.4,"Scenario 7 (large hospital population size)"
"294",18.4,"Scenario 7 (large hospital population size)"
"295",18.4,"Scenario 7 (large hospital population size)"
"296",18.4,"Scenario 7 (large hospital population size)"
"297",18.4,"Scenario 7 (large hospital population size)"
"298",21,"Scenario 7 (large hospital population size)"
"299",21,"Scenario 7 (large hospital population size)"
"300",21,"Scenario 7 (large hospital population size)"
"301",21,"Scenario 7 (large hospital population size)"
"302",21,"Scenario 7 (large hospital population size)"
"303",21,"Scenario 7 (large hospital population size)"
"304",21,"Scenario 7 (large hospital population size)"
"305",21,"Scenario 7 (large hospital population size)"
"306",21,"Scenario 7 (large hospital population size)"
"307",21,"Scenario 7 (large hospital population size)"
"308",21,"Scenario 7 (large hospital population size)"
"309",23.7,"Scenario 7 (large hospital population size)"
"310",23.7,"Scenario 7 (large hospital population size)"
"311",23.7,"Scenario 7 (large hospital population size)"
"312",23.7,"Scenario 7 (large hospital population size)"
"313",23.7,"Scenario 7 (large hospital population size)"
"314",23.7,"Scenario 7 (large hospital population size)"
"315",23.7,"Scenario 7 (large hospital population size)"
"316",23.7,"Scenario 7 (large hospital population size)"
"317",23.7,"Scenario 7 (large hospital population size)"
"318",23.7,"Scenario 7 (large hospital population size)"
"319",23.7,"Scenario 7 (large hospital population size)"
"320",26.5,"Scenario 7 (large hospital population size)"
"321",26.5,"Scenario 7 (large hospital population size)"
"322",26.5,"Scenario 7 (large hospital population size)"
"323",26.5,"Scenario 7 (large hospital population size)"
"324",26.5,"Scenario 7 (large hospital population size)"
"325",26.5,"Scenario 7 (large hospital population size)"
"326",26.5,"Scenario 7 (large hospital population size)"
"327",26.5,"Scenario 7 (large hospital population size)"
"328",26.5,"Scenario 7 (large hospital population size)"
"329",26.5,"Scenario 7 (large hospital population size)"
"330",26.5,"Scenario 7 (large hospital population size)"
"331",3.4,"Scenario 7 (large hospital population size)"
"332",3.4,"Scenario 7 (large hospital population size)"
"333",3.4,"Scenario 7 (large hospital population size)"
"334",3.4,"Scenario 7 (large hospital population size)"
"335",3.4,"Scenario 7 (large hospital population size)"
"336",3.4,"Scenario 7 (large hospital population size)"
"337",3.4,"Scenario 7 (large hospital population size)"
"338",3.4,"Scenario 7 (large hospital population size)"
"339",3.4,"Scenario 7 (large hospital population size)"
"340",3.4,"Scenario 7 (large hospital population size)"
"341",3.4,"Scenario 7 (large hospital population size)"
"342",6.9,"Scenario 7 (large hospital population size)"
"343",6.9,"Scenario 7 (large hospital population size)"
"344",6.9,"Scenario 7 (large hospital population size)"
"345",6.9,"Scenario 7 (large hospital population size)"
"346",6.9,"Scenario 7 (large hospital population size)"
"347",6.9,"Scenario 7 (large hospital population size)"
"348",6.9,"Scenario 7 (large hospital population size)"
"349",6.9,"Scenario 7 (large hospital population size)"
"350",6.9,"Scenario 7 (large hospital population size)"
"351",6.9,"Scenario 7 (large hospital population size)"
"352",6.9,"Scenario 7 (large hospital population size)"
"353",10.4,"Scenario 7 (large hospital population size)"
"354",10.4,"Scenario 7 (large hospital population size)"
"355",10.4,"Scenario 7 (large hospital population size)"
"356",10.4,"Scenario 7 (large hospital population size)"
"357",10.4,"Scenario 7 (large hospital population size)"
"358",10.4,"Scenario 7 (large hospital population size)"
"359",10.4,"Scenario 7 (large hospital population size)"
"360",10.4,"Scenario 7 (large hospital population size)"
"361",10.4,"Scenario 7 (large hospital population size)"
"362",10.4,"Scenario 7 (large hospital population size)"
"363",10.4,"Scenario 7 (large hospital population size)"
"364",13.8,"Scenario 7 (large hospital population size)"
"365",13.8,"Scenario 7 (large hospital population size)"
"366",13.8,"Scenario 7 (large hospital population size)"
"367",13.8,"Scenario 7 (large hospital population size)"
"368",13.8,"Scenario 7 (large hospital population size)"
"369",13.8,"Scenario 7 (large hospital population size)"
"370",13.8,"Scenario 7 (large hospital population size)"
"371",13.8,"Scenario 7 (large hospital population size)"
"372",13.8,"Scenario 7 (large hospital population size)"
"373",13.8,"Scenario 7 (large hospital population size)"
"374",13.8,"Scenario 7 (large hospital population size)"
"375",17.4,"Scenario 7 (large hospital population size)"
"376",17.4,"Scenario 7 (large hospital population size)"
"377",17.4,"Scenario 7 (large hospital population size)"
"378",17.4,"Scenario 7 (large hospital population size)"
"379",17.4,"Scenario 7 (large hospital population size)"
"380",17.4,"Scenario 7 (large hospital population size)"
"381",17.4,"Scenario 7 (large hospital population size)"
"382",17.4,"Scenario 7 (large hospital population size)"
"383",17.4,"Scenario 7 (large hospital population size)"
"384",17.4,"Scenario 7 (large hospital population size)"
"385",17.4,"Scenario 7 (large hospital population size)"
"386",20.9,"Scenario 7 (large hospital population size)"
"387",20.9,"Scenario 7 (large hospital population size)"
"388",20.9,"Scenario 7 (large hospital population size)"
"389",20.9,"Scenario 7 (large hospital population size)"
"390",20.9,"Scenario 7 (large hospital population size)"
"391",20.9,"Scenario 7 (large hospital population size)"
"392",20.9,"Scenario 7 (large hospital population size)"
"393",20.9,"Scenario 7 (large hospital population size)"
"394",20.9,"Scenario 7 (large hospital population size)"
"395",20.9,"Scenario 7 (large hospital population size)"
"396",20.9,"Scenario 7 (large hospital population size)"
"397",24.5,"Scenario 7 (large hospital population size)"
"398",24.5,"Scenario 7 (large hospital population size)"
"399",24.5,"Scenario 7 (large hospital population size)"
"400",24.5,"Scenario 7 (large hospital population size)"
"401",24.5,"Scenario 7 (large hospital population size)"
"402",24.5,"Scenario 7 (large hospital population size)"
"403",24.5,"Scenario 7 (large hospital population size)"
"404",24.5,"Scenario 7 (large hospital population size)"
"405",24.5,"Scenario 7 (large hospital population size)"
"406",24.5,"Scenario 7 (large hospital population size)"
"407",24.5,"Scenario 7 (large hospital population size)"
"408",28,"Scenario 7 (large hospital population size)"
"409",28,"Scenario 7 (large hospital population size)"
"410",28,"Scenario 7 (large hospital population size)"
"411",28,"Scenario 7 (large hospital population size)"
"412",28,"Scenario 7 (large hospital population size)"
"413",28,"Scenario 7 (large hospital population size)"
"414",28,"Scenario 7 (large hospital population size)"
"415",28,"Scenario 7 (large hospital population size)"
"416",28,"Scenario 7 (large hospital population size)"
"417",28,"Scenario 7 (large hospital population size)"
"418",28,"Scenario 7 (large hospital population size)"
"419",31.7,"Scenario 7 (large hospital population size)"
"420",31.7,"Scenario 7 (large hospital population size)"
"421",31.7,"Scenario 7 (large hospital population size)"
"422",31.7,"Scenario 7 (large hospital population size)"
"423",31.7,"Scenario 7 (large hospital population size)"
"424",31.7,"Scenario 7 (large hospital population size)"
"425",31.7,"Scenario 7 (large hospital population size)"
"426",31.7,"Scenario 7 (large hospital population size)"
"427",31.7,"Scenario 7 (large hospital population size)"
"428",31.7,"Scenario 7 (large hospital population size)"
"429",31.7,"Scenario 7 (large hospital population size)"
"430",35.3,"Scenario 7 (large hospital population size)"
"431",35.3,"Scenario 7 (large hospital population size)"
"432",35.3,"Scenario 7 (large hospital population size)"
"433",35.3,"Scenario 7 (large hospital population size)"
"434",35.3,"Scenario 7 (large hospital population size)"
"435",35.3,"Scenario 7 (large hospital population size)"
"436",35.3,"Scenario 7 (large hospital population size)"
"437",35.3,"Scenario 7 (large hospital population size)"
"438",35.3,"Scenario 7 (large hospital population size)"
"439",35.3,"Scenario 7 (large hospital population size)"
"440",35.3,"Scenario 7 (large hospital population size)"
"441",4.3,"Scenario 7 (large hospital population size)"
"442",4.3,"Scenario 7 (large hospital population size)"
"443",4.3,"Scenario 7 (large hospital population size)"
"444",4.3,"Scenario 7 (large hospital population size)"
"445",4.3,"Scenario 7 (large hospital population size)"
"446",4.3,"Scenario 7 (large hospital population size)"
"447",4.3,"Scenario 7 (large hospital population size)"
"448",4.3,"Scenario 7 (large hospital population size)"
"449",4.3,"Scenario 7 (large hospital population size)"
"450",4.3,"Scenario 7 (large hospital population size)"
"451",4.3,"Scenario 7 (large hospital population size)"
"452",8.6,"Scenario 7 (large hospital population size)"
"453",8.6,"Scenario 7 (large hospital population size)"
"454",8.6,"Scenario 7 (large hospital population size)"
"455",8.6,"Scenario 7 (large hospital population size)"
"456",8.6,"Scenario 7 (large hospital population size)"
"457",8.6,"Scenario 7 (large hospital population size)"
"458",8.6,"Scenario 7 (large hospital population size)"
"459",8.6,"Scenario 7 (large hospital population size)"
"460",8.6,"Scenario 7 (large hospital population size)"
"461",8.6,"Scenario 7 (large hospital population size)"
"462",8.6,"Scenario 7 (large hospital population size)"
"463",12.9,"Scenario 7 (large hospital population size)"
"464",12.9,"Scenario 7 (large hospital population size)"
"465",12.9,"Scenario 7 (large hospital population size)"
"466",12.9,"Scenario 7 (large hospital population size)"
"467",12.9,"Scenario 7 (large hospital population size)"
"468",12.9,"Scenario 7 (large hospital population size)"
"469",12.9,"Scenario 7 (large hospital population size)"
"470",12.9,"Scenario 7 (large hospital population size)"
"471",12.9,"Scenario 7 (large hospital population size)"
"472",12.9,"Scenario 7 (large hospital population size)"
"473",12.9,"Scenario 7 (large hospital population size)"
"474",17.3,"Scenario 7 (large hospital population size)"
"475",17.3,"Scenario 7 (large hospital population size)"
"476",17.3,"Scenario 7 (large hospital population size)"
"477",17.3,"Scenario 7 (large hospital population size)"
"478",17.3,"Scenario 7 (large hospital population size)"
"479",17.3,"Scenario 7 (large hospital population size)"
"480",17.3,"Scenario 7 (large hospital population size)"
"481",17.3,"Scenario 7 (large hospital population size)"
"482",17.3,"Scenario 7 (large hospital population size)"
"483",17.3,"Scenario 7 (large hospital population size)"
"484",17.3,"Scenario 7 (large hospital population size)"
"485",21.7,"Scenario 7 (large hospital population size)"
"486",21.7,"Scenario 7 (large hospital population size)"
"487",21.7,"Scenario 7 (large hospital population size)"
"488",21.7,"Scenario 7 (large hospital population size)"
"489",21.7,"Scenario 7 (large hospital population size)"
"490",21.7,"Scenario 7 (large hospital population size)"
"491",21.7,"Scenario 7 (large hospital population size)"
"492",21.7,"Scenario 7 (large hospital population size)"
"493",21.7,"Scenario 7 (large hospital population size)"
"494",21.7,"Scenario 7 (large hospital population size)"
"495",21.7,"Scenario 7 (large hospital population size)"
"496",26.1,"Scenario 7 (large hospital population size)"
"497",26.1,"Scenario 7 (large hospital population size)"
"498",26.1,"Scenario 7 (large hospital population size)"
"499",26.1,"Scenario 7 (large hospital population size)"
"500",26.1,"Scenario 7 (large hospital population size)"
"501",26.1,"Scenario 7 (large hospital population size)"
"502",26.1,"Scenario 7 (large hospital population size)"
"503",26.1,"Scenario 7 (large hospital population size)"
"504",26.1,"Scenario 7 (large hospital population size)"
"505",26.1,"Scenario 7 (large hospital population size)"
"506",26.1,"Scenario 7 (large hospital population size)"
"507",30.6,"Scenario 7 (large hospital population size)"
"508",30.6,"Scenario 7 (large hospital population size)"
"509",30.6,"Scenario 7 (large hospital population size)"
"510",30.6,"Scenario 7 (large hospital population size)"
"511",30.6,"Scenario 7 (large hospital population size)"
"512",30.6,"Scenario 7 (large hospital population size)"
"513",30.6,"Scenario 7 (large hospital population size)"
"514",30.6,"Scenario 7 (large hospital population size)"
"515",30.6,"Scenario 7 (large hospital population size)"
"516",30.6,"Scenario 7 (large hospital population size)"
"517",30.6,"Scenario 7 (large hospital population size)"
"518",35.1,"Scenario 7 (large hospital population size)"
"519",35.1,"Scenario 7 (large hospital population size)"
"520",35.1,"Scenario 7 (large hospital population size)"
"521",35.1,"Scenario 7 (large hospital population size)"
"522",35.1,"Scenario 7 (large hospital population size)"
"523",35.1,"Scenario 7 (large hospital population size)"
"524",35.1,"Scenario 7 (large hospital population size)"
"525",35.1,"Scenario 7 (large hospital population size)"
"526",35.1,"Scenario 7 (large hospital population size)"
"527",35.1,"Scenario 7 (large hospital population size)"
"528",35.1,"Scenario 7 (large hospital population size)"
"529",39.6,"Scenario 7 (large hospital population size)"
"530",39.6,"Scenario 7 (large hospital population size)"
"531",39.6,"Scenario 7 (large hospital population size)"
"532",39.6,"Scenario 7 (large hospital population size)"
"533",39.6,"Scenario 7 (large hospital population size)"
"534",39.6,"Scenario 7 (large hospital population size)"
"535",39.6,"Scenario 7 (large hospital population size)"
"536",39.6,"Scenario 7 (large hospital population size)"
"537",39.6,"Scenario 7 (large hospital population size)"
"538",39.6,"Scenario 7 (large hospital population size)"
"539",39.6,"Scenario 7 (large hospital population size)"
"540",44.1,"Scenario 7 (large hospital population size)"
"541",44.1,"Scenario 7 (large hospital population size)"
"542",44.1,"Scenario 7 (large hospital population size)"
"543",44.1,"Scenario 7 (large hospital population size)"
"544",44.1,"Scenario 7 (large hospital population size)"
"545",44.1,"Scenario 7 (large hospital population size)"
"546",44.1,"Scenario 7 (large hospital population size)"
"547",44.1,"Scenario 7 (large hospital population size)"
"548",44.1,"Scenario 7 (large hospital population size)"
"549",44.1,"Scenario 7 (large hospital population size)"
"550",44.1,"Scenario 7 (large hospital population size)"
"551",5.1,"Scenario 7 (large hospital population size)"
"552",5.1,"Scenario 7 (large hospital population size)"
"553",5.1,"Scenario 7 (large hospital population size)"
"554",5.1,"Scenario 7 (large hospital population size)"
"555",5.1,"Scenario 7 (large hospital population size)"
"556",5.1,"Scenario 7 (large hospital population size)"
"557",5.1,"Scenario 7 (large hospital population size)"
"558",5.1,"Scenario 7 (large hospital population size)"
"559",5.1,"Scenario 7 (large hospital population size)"
"560",5.1,"Scenario 7 (large hospital population size)"
"561",5.1,"Scenario 7 (large hospital population size)"
"562",10.3,"Scenario 7 (large hospital population size)"
"563",10.3,"Scenario 7 (large hospital population size)"
